"","id","wave","NWP","SCR","EoF for SCR ","SCR coverage r","GWP ","Total assets ","Total liabilities ","Excess of assets over liabilities (£m) [= equ","Gross claims incurred (£m","Gross BEL (inc. TPs as whole, pre-TMTP) (£m","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Pure net claims ratio","Net expense ratio","Net combined ratio","Pure gross claims ratio"
"568","114","2018",100.76,18.81,47.19,2.12,153.22,2358.1,4678.96,101.63,28.67843529,17.14365176,10.92072108,0.343704484,0.78828992,0.735777022,1.117721921
"569","114","2019",118.88,41,11.56,0.49,311.39,631.03,3379.94,5.77,19.18468058,NA,3.585179768,1.124843227,0.883893916,0.196692877,0.478211922
"570","114","2020",255.91,0.5,55.64,2.05,112.25,3258.98,1659.92,73.09,0.243284407,NA,7.454796158,0.453207158,0.830675742,0.496815159,0.65804699
"571","115","2016",105.01,49.14,53.12,2.8,153.91,83.83,78.45,94.2,22.96885312,68.08997262,93.5261452,0.096012113,0.744656615,1.278757982,0.670889333
"572","115","2017",349.19,3.47,14.49,0.01,315.7,172.35,122.8,149.02,27.54869459,224.6062327,222.6364442,0.924743725,0.72018213,0.84845366,0.048302405
"573","115","2018",397.37,20.24,7.01,1.72,364.98,104.12,254.21,160.71,179.7123733,93.45440753,43.8937464,0.006328825,0.700434572,1.411992711,0.631892697
"574","115","2019",167.18,61.72,18.98,1.51,60.03,330.65,95.87,73.25,156.043969,NA,212.5240479,0.195679643,1.239764748,0.983167978,0.991020395
"575","115","2020",326.27,102.66,4.36,4.41,19.18,431.07,167.14,46.64,49.61727717,NA,19.47307032,0.458377435,0.511603453,0.040942446,0.198726067
"576","116","2016",0,0,0,0,0,0,0,0,134.6728917,130.74577,162.0046451,1.017528935,0.692677406,1.432357819,0.359852105
"577","116","2017",0,0,0,0,0,0,0,0,417.2630927,299.2775963,159.9507748,0.484967946,0.125139969,2.351378026,0.297945504
"578","116","2018",0,0,0,0,0,0,0,0,384.2445396,523.4251406,370.0520558,1.46267048,0.221319038,0.165046157,0.868602669
"579","116","2019",0,0,0,0,0,0,0,0,134.6607856,NA,690.1634322,1.059237124,0.786922021,0.068096662,0.315189536
"580","116","2020",0,0,0,0,0,0,0,0,602.4970065,NA,327.2945622,0.457956633,0.009220335,1.657285733,0.493339396
"581","117","2016",0,1.34,2.57,3.89,0,2.6,0.72,4.15,0,0,0,0,0,0,0
"582","117","2017",0,0.02,3.82,15.45,0,0.74,0.01,4.55,0,0,0,0,0,0,0
"583","117","2018",0,11.19,57.72,3.48,0,103.1,55.95,26.96,0,0,0,0,0,0,0
"584","117","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"585","117","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"586","118","2016",1.67,6.28,12.41,2.27,4.08,180.93,29.09,10.97,164.3051997,323.8369493,269.8079914,0.15610836,0.594665739,0.926297112,0.944847145
"587","118","2017",1.29,1.28,12.43,2.3,2.23,111.46,119.37,1.17,593.5597716,685.3833702,341.4541885,0.263123302,0.26289634,0.088983886,1.180018627
"588","118","2018",4.49,8.1,1.32,0.8,9.37,31.21,178.66,6.5,17.42804484,1019.371993,493.6876681,0.279132135,0.924218879,1.488796587,0.826553057
"589","118","2019",5.42,1.72,10.76,2.72,0.56,62.6,187.24,8.19,582.6284955,NA,797.3754453,0.079308624,1.068846232,2.195697049,1.233654785
"590","118","2020",0.22,5.83,12.07,0.17,1.54,93.82,186.6,0.16,469.6637815,NA,576.5393368,0.225771961,0.67287514,0.070273509,0.749278151
"591","119","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","119","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593","119","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","119","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"595","119","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"596","120","2016",534.84,1670.77,3435.41,0.04,1263.09,96554.36,75717.39,1448.04,0.207877192,0.045841854,0.049492434,0,0,0,0
"597","120","2017",2406.78,767.59,2915.83,0.71,5740.06,95640.78,78126.51,466.84,0.034184268,0,0,0,0,0,0
"598","120","2018",6902.89,237.71,1519.06,1.4,3032.33,83341.83,59619.1,803.59,-0.169716046,0,0,0,0,0,0
"599","120","2019",4542.24,1477.83,2871.96,1.34,4823.98,5905.2,37205.6,2982.18,0,NA,0,0,0,0,0
"600","120","2020",687.59,1317.19,2219.64,0.95,131.68,6402.83,8037.48,1369.72,0,NA,0,0,0,0,0
"601","121","2016",6.63,4.5,6.41,0.63,3.04,5.04,0.32,0.45,145.7644922,573.8840439,66.0456548,0.626302524,0.723173552,1.660126934,0.611370929
"602","121","2017",11.4,0.06,2.74,2.12,17.81,6.35,0.64,4.97,195.9685869,782.5511173,517.9212368,0.072779211,0.170751816,0.027486693,1.17145015
"603","121","2018",13.03,2.35,2.07,1.61,5.68,8.17,1.04,2.07,122.2695615,618.0643092,472.8963317,1.179894249,0.24172266,1.487630147,1.17266346
"604","121","2019",5.88,5.04,8.11,0.07,4.11,11.73,0.42,1.68,0,NA,0,0,0,0,0
"605","121","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"606","122","2016",0,0.44,65.12,0.77,0,189.02,59,34.29,5.425961132,0.42385605,11.17123713,0,0,0,0
"607","122","2017",0,2.78,5.7,15.78,0,223.11,95.95,13.32,-1.878129157,3.170367338,4.974732264,0,0,0,0
"608","122","2018",0,2.64,24.17,8.65,0,245.94,115.11,33.19,-1.162104091,1.180853044,0.783090293,0,0,0,0
"609","122","2019",0,6.33,31.15,4.69,0,4.74,0.05,43.01,-0.619066361,NA,2.352309262,0,0,0,0
"610","122","2020",0,7.25,35.93,5.92,0,172.39,195.59,60.81,-0.03967628,NA,0.607596595,0,0,0,0
"611","123","2016",0,1.86,49.9,0.74,0,248.97,129.66,40.01,0,0,0,0,0,0,0
"612","123","2017",16.61,76.81,58.64,0.14,4.74,71.15,137.03,51.89,0,0,0,0,0,0,0
"613","123","2018",5.08,24.9,45.91,2.27,50.62,109,47.03,87.15,0,0,0,0,0,0,0
"614","123","2019",2.08,13.93,2.36,2.64,6.91,73.67,63.3,5.9,0,NA,0,0,0,0,0
"615","123","2020",2.51,29.76,55.41,0.22,22.85,148.29,46.45,78.38,0,NA,0,0,0,0,0
"616","124","2016",70.2,127.99,172.92,0.07,88.07,1548.38,441.75,3.2,0,0,0,0,0,0,0
"617","124","2017",151.89,88.99,43.11,0.28,189.62,994.47,897.47,166.41,0,0,0,0,0,0,0
"618","124","2018",76.7,84.27,43.58,2.32,62.63,958.15,1097.92,79.48,0,0,0,0,0,0,0
"619","124","2019",90.23,18.38,83.79,2.53,52.21,171.83,1503.41,87.82,0,NA,0,0,0,0,0
"620","124","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"621","125","2016",0,3.59,9.45,3.52,0,9.05,0.44,13.86,0,0,0,0,0,0,0
"622","125","2017",0,0.16,23.17,62.59,0,14.06,1.76,15.04,0,0,0,0,0,0,0
"623","125","2018",4.37,2.68,0.59,3.84,2.6,39.32,17.58,24.72,0,0,0,0,0,0,0
"624","125","2019",0,1.64,4.98,17.83,0,10.51,1.96,20.24,0,NA,0,0,0,0,0
"625","125","2020",0,4.44,17.33,4.87,0,15.23,6.85,12.98,0,NA,0,0,0,0,0
"626","126","2016",0,5.52,24.22,0.65,0,24.41,4.62,20.48,0,0,0,0,0,0,0
"627","126","2017",1.16,0.7,17.7,2.43,4.26,30.26,11.61,4.8,0,0,0,0,0,0,0
"628","126","2018",1.89,0.63,2.39,5.44,4.31,23.08,13.73,10.69,0,0,0,0,0,0,0
"629","126","2019",2.75,6.75,19.31,4.17,1.73,22.24,27.25,21.14,0,NA,0,0,0,0,0
"630","126","2020",3.65,4.79,14.23,5.26,2.21,51.44,20.08,21.89,0,NA,0,0,0,0,0
"631","127","2016",0,0,0,0,0,0.19,0.08,0.23,0,0,0,0,0,0,0
"632","127","2017",0,0,0.34,225855.08,0,0,0.06,0.08,14.18227395,7535.142994,80.89390917,0,0,0,0
"633","127","2018",0,0,0.02,168645.75,0,0.24,0.3,0.1,133.4023751,4495.721986,88.60198468,0,0,0,0
"634","127","2019",0,0,0.19,84538.37,0,0.63,0.26,0.23,20.82958825,NA,12.61121549,0,0,0,0
"635","127","2020",0,0,0.01,89529.28,0,0.36,0.18,0.27,304.5031929,NA,97.41994489,0,0,0,0
"636","128","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","128","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","128","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","128","2019",0,0,0,0,0,0,0,0,0,NA,133.5201994,0,0,0,0
"640","128","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"641","129","2016",0,16.79,8.3,2.54,0,273.53,93.06,28.4,6.687630052,-97.4821323,-98.86380307,0.098479064,0.287770157,0.583529964,0.187800359
"642","129","2017",0,13.49,23.55,0.86,0,216.71,46.9,7.38,57.58270775,-54.02509941,-39.66084533,0.035959878,0.1373332,1.202680588,0.841700362
"643","129","2018",0,0.48,56.24,3.51,0,235.2,88.72,40.8,36.10299678,3.718845223,6.522747858,2.00128393,0.108087359,1.908729922,0.701286086
"644","129","2019",0,8.39,3.41,4.4,0,27.45,8.15,30.46,54.51141081,NA,100.0335366,1.792847824,0.131374676,3.980788599,3.286860169
"645","129","2020",0,14.31,45.74,2.54,0,203.05,289.34,24.52,-1.144115777,NA,13.35726299,-0.069227269,0.303244135,0.033948535,-0.047376581
"646","130","2016",21.57,9.61,10.74,0.75,14.4,251.47,72.35,5.04,215.5098015,30.10949273,6.463256256,0.348470929,0.555747254,1.62963881,0.706574392
"647","130","2017",4.29,8.29,2.27,1.48,22.83,209.22,279.2,1.4,19.041672,12.15830086,24.24050557,0.611981938,0.056980865,1.596325643,0.221531925
"648","130","2018",5.09,4.97,6.63,2.13,15.45,179.78,279.19,11.34,99.63319037,37.62481736,29.40473539,0.273959866,0.522011877,1.329880407,0.233868971
"649","130","2019",2.54,1.37,0.39,3.92,7.91,3.5,62.51,9.82,282.523378,NA,30.94763152,0.969833897,0.37948452,0.790747613,0.775088645
"650","130","2020",11.17,7.02,7.23,2.78,14.19,19.64,314.47,15.25,0,NA,0,0,0,0,0
"651","131","2016",300.3,1407.65,30.82,2.54,360.33,4727.71,39868.69,2236.97,321.1420689,427.6863467,468.280353,1.051671258,0.652343582,0.066948595,0.838215243
"652","131","2017",11269.33,0,1.35,926983361.36,1409.59,8.14,0,9.57,393.3638321,157.1495984,412.6029973,0.461991558,0.169759005,0.370805191,1.087776898
"653","131","2018",0,0,0,0,0,0,0,0,391.7021702,644.1221234,708.6502794,0.311595943,0.546713238,0.046337229,0.558632311
"654","131","2019",0,0,0,0,0,0,0,0,186.9426251,NA,358.8442546,0.716622101,0.587761249,0.704955775,0.15355214
"655","131","2020",0,0,0,0,0,0,0,0,268.0279412,NA,849.5801002,0.934645844,0.093775932,1.003590983,0.888050361
"656","132","2016",1141.7,258.35,1045.28,2.63,418.65,4682.25,398.73,387.32,76.09002169,18.69366044,124.5488755,0.309364095,0.614122426,1.388058723,0.620828487
"657","132","2017",123.21,657.35,1088.36,1.87,1356.27,663.47,922.75,1173.46,93.74129927,183.1268973,295.2583061,0.223931121,0.242065062,0.935953565,1.002636796
"658","132","2018",465.91,1378.68,1763.8,2.5,1935.52,2811.15,126.59,965.34,50.34992278,491.3870529,451.0100802,0.723689234,0.328253461,1.141880225,0.870875592
"659","132","2019",0,0,0,0,0,0,0,0,24.22814385,NA,2.565413977,0.682719384,0.3599106,0.854973149,0.611553311
"660","132","2020",0,0,0,0,0,0,0,0,184.6466551,NA,229.0542899,0.261206607,0.049679554,1.344970832,0.665479646
"661","133","2016",0,32.17,82.66,3.76,0,354.44,728.36,20.52,6.005675391,20.11346767,6.948924827,0.152501465,0.951014424,0.496255473,0.142415143
"662","133","2017",1.05,46.59,94.09,2.98,19.34,863.06,1232.76,96.17,0,0,0,0,0,0,0
"663","133","2018",0.19,20.1,23.65,1.99,12.5,20.05,6.22,53.21,0,0,0,0,0,0,0
"664","133","2019",1.94,2.05,0.8,2.1,1.61,40.76,33.97,39.87,0,NA,0,0,0,0,0
"665","133","2020",0.81,1.73,8.53,6.2,1,7.85,1.45,21.41,0,NA,0,0,0,0,0
"666","134","2016",114.17,1989.77,241.35,1.31,443.72,14487.6,3193.89,2960.7,0,0,0,0,0,0,0
"667","134","2017",379.56,2552.16,2449.72,0.19,465.96,12403.47,25867.07,538.13,0,0,0,0,0,0,0
"668","134","2018",295.74,1801.36,862.8,1.35,13.25,15437.24,8070.21,2805.5,0,0,0,0,0,0,0
"669","134","2019",28.75,720.55,3452.21,1.5,22.39,8284.2,17118.13,1939.98,0,NA,0,0,0,0,0
"670","134","2020",188.63,126.81,1167.38,0.57,119.65,6672.28,14987.69,1626.04,0,NA,0,0,0,0,0
"671","135","2016",0,18.09,1.46,1.04,0,43.37,55.28,24.49,58.38156542,201.3063465,424.0621512,0.566871774,0.088764097,1.25464959,0.49429594
"672","135","2017",0,5.9,3.64,1.96,0,65.52,60.96,2.73,40.7591845,740.3969124,168.3362444,0.697531822,0.63849036,0.84034913,0.113155618
"673","135","2018",0,10.87,6.65,0.8,0,44.6,74.22,19.13,23.80646171,254.0148318,628.7658785,0.91343111,0.724747008,1.705236965,0.08554719
"674","135","2019",0,0.9,6.4,1.45,0,47.16,72.41,16.54,41.36496125,NA,706.0183448,0.907011773,0.411137081,0.626417777,0.753776585
"675","135","2020",0,5.84,10.87,4.53,0,64.6,3.7,27.53,153.3717033,NA,477.5593953,0.358386402,0.683560344,0.688084031,1.092220004
"676","136","2016",113.08,4.31,19.14,3.93,286.85,89.76,447.36,0.1,0,0,0,0,0,0,0
"677","136","2017",217.13,6.53,0.41,1.33,170.64,4357.83,6035.53,2.28,0,0,0,0,0,0,0
"678","136","2018",302.76,1.94,4.81,3.09,171.74,2306.78,5775.59,7.89,0,0,0,0,0,0,0
"679","136","2019",101.88,0.52,4.82,3.7,76.4,2667.75,788.19,12.46,0,NA,0,0,0,0,0
"680","136","2020",330.25,5.84,13.42,3.85,108.8,200.91,812.49,8.18,0,NA,0,0,0,0,0
"681","137","2016",0.01,88.84,77.81,2.07,0.03,341.47,292.61,88.71,17.40259012,33.76031524,7.779842477,0.399766851,0.422672558,0.517963018,0.190965191
"682","137","2017",0,57.94,162.43,2.02,0,423.71,333.54,62.23,34.33930691,11.24855063,52.70936902,0.787961345,0.053348929,0.928426858,0.708826162
"683","137","2018",0,92.79,69.92,3.13,0,349.07,36.25,40.34,281.3162889,331.7039325,137.7783898,0.064575624,0.34612202,1.391128769,3.183550323
"684","137","2019",0,79.92,126.86,3.22,0,226.56,191.17,167.73,108.4265663,NA,31.20194452,0.518014121,0.363720853,0.615461816,0.451212551
"685","137","2020",0,14.71,74.4,2.77,0,328.09,256.75,130.48,270.0890048,NA,117.4590717,1.373552212,0.908487852,0.22179658,1.580535103
"686","138","2016",13.86,4.06,14.11,0.26,5.23,13.22,3.99,4.3,0,0,0,0,0,0,0
"687","138","2017",0.51,6.78,25.12,1.19,5.89,31.02,0.33,15.83,0,0,0,0,0,0,0
"688","138","2018",13.23,7.37,10.06,2.8,20.83,19.05,6.49,7.96,0,0,0,0,0,0,0
"689","138","2019",0,0,11.15,0,0,33.95,5.11,29.26,0,NA,0,0,0,0,0
"690","138","2020",16.55,3.7,0,4.92,10.75,15.1,7.43,22.02,0,NA,0,0,0,0,0
"691","139","2016",700.6,148.44,301.16,0.54,1264.61,30.33,938.13,381.87,0.093808966,0.351986418,0.163088632,0,0,0,0
"692","139","2017",678.89,102,458.4,2.13,1300.19,1114.23,1378.29,226.48,0.17791418,2.087184511,1.297888897,0,0,0,0
"693","139","2018",1013.57,384.09,314.35,1.36,259.28,2107.38,987.44,406.64,-0.401329023,1.633023264,0.465130139,0,0,0,0
"694","139","2019",208.05,102.85,400.53,2.03,728.92,2396.78,1229.02,23.36,-0.29242387,NA,0.69553558,0,0,0,0
"695","139","2020",468.09,137.17,596.03,0.24,284.19,1196.48,1323.43,358.74,0.004015509,NA,0.176103312,0,0,0,0
"696","140","2016",1.9,0.85,13.47,6.43,4.39,25.04,4.81,0.83,0,0,0,0,0,0,0
"697","140","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","140","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","140","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"700","140","2020",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"701","141","2016",0,84.41,-14.4,-0.64,0,7479.32,4007.77,-64.39,9.822957135,1.546688021,0.409436749,0.024960075,0.747250182,1.353187202,0.124411077
"702","141","2017",0,192.14,-83.2,-0.36,0,6022.89,2928.47,-123.61,3.496821355,0.295781443,1.708454471,0.341819902,0.772361565,1.101938169,0.013249133
"703","141","2018",0,196.5,-60.68,-0.85,0,2380.66,4563.6,-29.28,3.957942432,0.638057259,1.383549046,0.054584603,0.649261764,0.136298372,0.157623649
"704","141","2019",0,111.66,-19.44,-0.18,0,4821.31,628.03,-72.05,7.3667194,NA,0.737349032,0.300142146,0.678676878,0.355505657,0.334988473
"705","141","2020",0,26.02,-162.25,-0.3,0,5563.76,5941.03,-84.46,0.084726479,NA,2.233338011,0.200375764,0.061728433,0.14009201,0.038712801
"706","142","2016",0,20.3,74.98,8.83,114.05,5101.75,2844.07,131.3,39.53169964,63.78626459,61.93253581,0.251295986,0.46872935,0.232343601,0.039446051
"707","142","2017",0,0,0,0,170.14,6198.68,3937.18,137.5,188.2468662,11.34157639,41.20211041,0.077259696,0.524929811,1.579148166,0.566428208
"708","142","2018",0,0,0,0,108.27,926.2,2630.7,89.49,117.5401346,223.5181213,176.0261736,1.16321641,0.678464615,1.826780075,0.676205689
"709","142","2019",0,0,0,0,103.97,729.7,4604.6,84.72,83.54496358,NA,8.795824947,0.917847077,0.575378465,1.015096894,1.125299887
"710","142","2020",0,0,0,0,60.99,4295.5,2020.27,66.18,254.923058,NA,38.74583623,0.992332881,0.21898283,1.318982899,0.101618462
"711","143","2016",0,0.51,10.93,9.19,6.01,2.18,4.29,2.3,0,0,0,0,0,0,0
"712","143","2017",0,2.84,9.95,5,4.47,13.63,5.34,3.98,0,0,0,0,0,0,0
"713","143","2018",0,0.83,13.39,5.42,6.76,3.35,2.44,3.09,0,0,0,0,0,0,0
"714","143","2019",0,0.74,12.07,2.72,1.86,15.81,2.91,1.56,0,NA,0,0,0,0,0
"715","143","2020",0,0.83,0.86,5.98,3.96,5.51,2.72,1.3,0,NA,0,0,0,0,0
"716","144","2016",3.67,23.9,41.7,1.85,3.7,3.48,14.85,51.91,26.27681828,4.915029266,26.63162419,1.003438409,0.203314222,0.204774765,0.980270138
"717","144","2017",1.82,4.9,15.99,3.19,2.07,48.27,15.87,0.34,13.42015646,93.98308776,62.95709702,0.183252468,0.252927548,1.436903862,1.747392319
"718","144","2018",-0.04,34.28,58.4,4.16,-0.16,120.74,48.38,36.28,3.851703922,114.853563,157.9396211,0.282252693,0.645377911,0.457639212,0.808260515
"719","144","2019",0.35,18.5,75.59,1.78,0.48,124.35,41.27,44.5,16.32075811,NA,59.6979511,1.550650868,0.366430599,0.036961464,0.333800409
"720","144","2020",0.01,9.78,75.71,3.42,0,70.68,7.77,39.6,139.6565859,NA,37.2762715,0.151109719,0.266670165,2.490730265,0.632356939
"721","145","2016",0,2.14,1.44,2.23,0,33.81,42.31,0.39,0,65.93403548,4.475342896,0,0,0,0
"722","145","2017",0,2.67,0.26,1.47,0,28.8,10.83,3.52,1.556482807,18.13895631,64.23454093,0,0,0,0
"723","145","2018",0,2.29,4.59,4.1,0,28.62,17.08,5.27,1.177267707,26.61738055,70.31686136,0,0,0,0
"724","145","2019",0,0.63,4.45,2.6,0,5.82,13.16,3.09,0.040332642,NA,38.0060383,0,0,0,0
"725","145","2020",0,1.82,5.17,1.75,0,23.54,11.49,3.88,0.016657416,NA,6.303854049,0,0,0,0
"726","146","2016",0.41,1.78,20.75,16.85,0.46,44.43,3.05,13.23,48.79034985,442.0942615,379.5226884,0.86391444,0.076072814,1.700074444,1.180899083
"727","146","2017",0.35,1.76,8.38,0.56,0.11,0.32,3.5,30.34,-0.548804995,145.0174403,89.72433598,0.059657655,-3.079817151,-1.912660273,-0.118089523
"728","146","2018",0.41,2.43,33.48,11.71,0.06,24.21,3.08,7.64,-14.75672529,195.2752183,75.37879336,1.975616908,-0.372617739,0.873256547,1.175566346
"729","146","2019",0.23,0.52,18.44,5.48,0.24,50.84,1.62,41.32,-3.880412111,NA,48.564747,94.86703244,-140.3460777,-25.50495815,-6.454675309
"730","146","2020",0,0.33,33.11,19.14,0,41.83,1.14,16.12,0.400759273,NA,24.77340511,0.288247857,3.031713356,6.825803503,2.373602899
"731","147","2016",0,4.61,15.57,4.15,0,2,15.21,2.51,0,0,0,0,0,0,0
"732","147","2017",0,0.66,4.99,0.46,0,15.86,6.1,7.26,0,0,0,0,0,0,0
"733","147","2018",0,0.12,22.02,2.87,0,15.11,1.12,0.67,0,0,0,0,0,0,0
"734","147","2019",0,3.83,4.93,6.91,0,21.55,1.05,7.85,0,NA,0,0,0,0,0
"735","147","2020",0,1.04,16.31,3.23,0,21.76,3.05,1.11,0,NA,0,0,0,0,0
"736","148","2016",71.34,121.98,63.85,1.2,32.97,7.9,-9.96,185.82,0,0,0,0,0,0,0
"737","148","2017",101.61,99.86,112.25,1.81,18.33,8.13,-11.66,358.28,0,0,0,0,0,0,0
"738","148","2018",83.91,76.37,118.47,1.48,18.12,129.98,-118.48,298.6,0,0,0,0,0,0,0
"739","148","2019",16.38,116.77,80.1,1.5,106.56,145.49,-31.17,95.33,0.195190833,NA,0.944496204,0,0,0,0
"740","148","2020",94.71,69.02,106.3,0.17,79.78,126.15,-4.7,195.07,0,NA,0,0,0,0,0
"741","149","2016",1.43,17.56,2.09,0.4,117.93,224.36,124.29,26.21,0,0,0,0,0,0,0
"742","149","2017",14.72,6.49,34.85,0.87,41.84,20.23,282.05,21.63,0,0,0,0,0,0,0
"743","149","2018",-11.01,11.18,16.07,0.32,114.54,233.21,155.55,12.84,0,0,0,0,0,0,0
"744","149","2019",0.24,3.38,13.17,2.08,33.5,127.21,235.68,8.45,0,NA,0,0,0,0,0
"745","149","2020",33.66,12.31,31.01,1.8,46.9,225.56,133.22,18.26,0,NA,0,0,0,0,0
"746","150","2016",125.1,333.79,555.99,2.99,727.54,466.39,-550.98,921.97,0,1.632320824,0.20641706,0,0,0,0
"747","150","2017",560.71,561.95,96.6,0.19,155.71,100.69,-23.95,39.77,0,0,0,0,0,0,0
"748","150","2018",993.39,36.04,33.74,0.12,803.71,243.03,-1105.42,1358.18,0,0,0,0,0,0,0
"749","150","2019",1224.49,1404.57,1007.95,2.33,192.49,9.05,-390.75,663.43,0,NA,0,0,0,0,0
"750","150","2020",46.12,106.57,1193.31,1.03,99.5,-39.92,-1487.11,1305.32,0,NA,0,0,0,0,0
"751","151","2016",-1578.07,777.62,2349.45,1.48,12222.42,98684.56,96917.25,4277.72,-74.42289284,863.8678364,962.5666916,-1.302567439,0.916302349,-0.550872816,-1.412966133
"752","151","2017",10665.12,1636.95,2362.54,2.54,8634.61,64015.67,39148.64,1568.37,-0.541526937,519.1368754,214.048704,-0.520623624,0.169753224,-0.090146281,-1.519390232
"753","151","2018",12231.91,335.46,1087.28,0.56,94.58,20473.15,93957.22,3102.82,-28.86757559,279.6625253,122.2926535,-0.729382214,0.398367918,-2.875152819,-5.768077375
"754","151","2019",7970.54,1468.62,3449,2.67,2494.65,68390.63,123163.64,2085.79,-10.5549095,NA,591.9543989,-0.9063503,0.193415883,-0.282103595,-0.043163825
"755","151","2020",5554.25,478.9,1717.27,0.58,15824.69,124326.02,93986.99,725.73,-14.25646115,NA,278.5795767,-0.273036535,0.239614176,0.052569187,-0.135587533
"756","152","2016",22.04,14.17,58.81,0.98,33.58,229.3,36.48,68.27,0,0,0,0,0,0,0
"757","152","2017",1.56,6.96,52.07,0.65,21.57,90.39,50.56,131.6,0,0,0,0,0,0,0
"758","152","2018",4.45,43.78,65.11,1.54,10.25,169.55,57.64,71.53,0,0,0,0,0,0,0
"759","152","2019",0.44,1.39,73.3,1.44,0.14,63.95,21.42,12.37,0,NA,0,0,0,0,0
"760","152","2020",-3.17,0.6,2.07,16.9,-0.72,2.8,0.98,5.97,0,NA,0,0,0,0,0
"761","153","2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","153","2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","153","2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","153","2019",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"765","153","2020",7.57,56.55,24.9,1.15,13.11,239.79,228.13,17.39,0,NA,0,0,0,0,0
"766","154","2016",29.38,155.05,207.68,2.41,202.89,803.65,752.77,232.25,0,0,0,0,0,0,0
"767","154","2017",314.36,126.07,101.99,0.76,438.6,991.97,456.22,204.27,3.693496512,6.623865029,15.06271587,0.552693272,0.609202443,1.439164548,0.76772957
"768","154","2018",290.64,63.02,233.16,3.29,189.5,1126.5,63.04,252.59,20.98114253,2.563112973,17.17898135,0.825378253,0.378889308,1.476579186,0.452221313
"769","154","2019",0,0,0,0,0,0,0,0,20.13493809,NA,12.16095586,0.565957216,0.499901956,1.223339923,0.631709524
"770","154","2020",0,0,0,0,0,0,0,0,10.41535996,NA,8.460213556,0.748372873,0.689152468,0.030797103,0.18831077
"771","155","2016",31.46,56.24,177.42,3.1,49.24,124.16,322.88,341.85,0.272991347,3.443444629,0.136925717,0.825944847,0.111396585,10.22468816,-9.184653587
"772","155","2017",0,57.57,250.11,0.01,0,333.45,194.23,10.85,0.271340356,1.874104598,0.816952455,0,0,0,0
"773","155","2018",0,82.56,328.16,2.55,0,584.98,9.7,140.55,0.230714815,1.663630362,0.185787228,0,0,0,0
"774","155","2019",0,26.36,288.2,3.68,0,222.11,186.5,176.73,-2.678633412,NA,0.007285199,0,0,0,0
"775","155","2020",0,79.7,52.02,4.03,0,138.99,236.36,96.98,0.709953135,NA,0.319293453,0,0,0,0
"776","156","2016",116.12,28.21,490.14,1.25,45.52,14331.61,7468.8,379.29,0.193088619,0.046620643,0.744222692,0.284546688,0.137110636,0.488526057,0.145205395
"777","156","2017",89.48,483.13,285.76,0.45,72.09,44.43,5952.14,367.68,9.337614614,0.147433205,1.126235226,0.225285871,0.053827414,1.802387896,0.144584379
"778","156","2018",12.08,236.76,69.76,1.46,120.12,5398.88,3943.81,822.22,30.86046755,12.26508567,10.80656179,1.566431245,0.024216235,0.790656128,1.472464704
"779","156","2019",73.2,551.75,962.06,2.02,10.62,4298.59,1649.5,443.22,4.482971093,NA,8.494711131,0.107271138,0.082989098,0.316559592,0.243024462
"780","156","2020",72.49,858.84,303.06,1.76,88.55,11404.08,7727.09,1077.69,26.46547137,NA,22.99954305,1.106569009,0.093318229,1.210521485,0.083633208
"781","157","2016",0,7.58,137.75,8.73,347.16,993.19,449.87,133.22,0,0,0,0,0,0,0
"782","157","2017",0,13.15,141.45,9.75,265.92,325.23,586.47,65.14,3.701783746,7.761764822,0.048566157,0.64066796,0.343986399,1.210441796,0.301148387
"783","157","2018",0,2.52,112.45,13.84,414.37,433.5,33.41,45.15,8.643977076,0,0,0.776751963,0.595568901,1.041216906,0.378435211
"784","157","2019",0,5.46,70.81,0.19,51.67,730.78,82.65,89.36,0.632718813,NA,0,0.213382077,0.212834194,0.662201804,0.088666667
